,image_INT_id,coco_remote_url,image_jpg_file_name,image_local_path
0,397133,http://images.cocodataset.org/val2017/000000397133.jpg,000000397133.jpg,./coco_val_images_2017/val2017/000000397133.jpg
1,37777,http://images.cocodataset.org/val2017/000000037777.jpg,000000037777.jpg,./coco_val_images_2017/val2017/000000037777.jpg
2,252219,http://images.cocodataset.org/val2017/000000252219.jpg,000000252219.jpg,./coco_val_images_2017/val2017/000000252219.jpg
3,87038,http://images.cocodataset.org/val2017/000000087038.jpg,000000087038.jpg,./coco_val_images_2017/val2017/000000087038.jpg
4,174482,http://images.cocodataset.org/val2017/000000174482.jpg,000000174482.jpg,./coco_val_images_2017/val2017/000000174482.jpg
5,403385,http://images.cocodataset.org/val2017/000000403385.jpg,000000403385.jpg,./coco_val_images_2017/val2017/000000403385.jpg
6,6818,http://images.cocodataset.org/val2017/000000006818.jpg,000000006818.jpg,./coco_val_images_2017/val2017/000000006818.jpg
7,480985,http://images.cocodataset.org/val2017/000000480985.jpg,000000480985.jpg,./coco_val_images_2017/val2017/000000480985.jpg
8,458054,http://images.cocodataset.org/val2017/000000458054.jpg,000000458054.jpg,./coco_val_images_2017/val2017/000000458054.jpg
9,331352,http://images.cocodataset.org/val2017/000000331352.jpg,000000331352.jpg,./coco_val_images_2017/val2017/000000331352.jpg
10,296649,http://images.cocodataset.org/val2017/000000296649.jpg,000000296649.jpg,./coco_val_images_2017/val2017/000000296649.jpg
11,386912,http://images.cocodataset.org/val2017/000000386912.jpg,000000386912.jpg,./coco_val_images_2017/val2017/000000386912.jpg
12,502136,http://images.cocodataset.org/val2017/000000502136.jpg,000000502136.jpg,./coco_val_images_2017/val2017/000000502136.jpg
13,491497,http://images.cocodataset.org/val2017/000000491497.jpg,000000491497.jpg,./coco_val_images_2017/val2017/000000491497.jpg
14,184791,http://images.cocodataset.org/val2017/000000184791.jpg,000000184791.jpg,./coco_val_images_2017/val2017/000000184791.jpg
15,348881,http://images.cocodataset.org/val2017/000000348881.jpg,000000348881.jpg,./coco_val_images_2017/val2017/000000348881.jpg
16,289393,http://images.cocodataset.org/val2017/000000289393.jpg,000000289393.jpg,./coco_val_images_2017/val2017/000000289393.jpg
17,522713,http://images.cocodataset.org/val2017/000000522713.jpg,000000522713.jpg,./coco_val_images_2017/val2017/000000522713.jpg
18,181666,http://images.cocodataset.org/val2017/000000181666.jpg,000000181666.jpg,./coco_val_images_2017/val2017/000000181666.jpg
19,17627,http://images.cocodataset.org/val2017/000000017627.jpg,000000017627.jpg,./coco_val_images_2017/val2017/000000017627.jpg
20,143931,http://images.cocodataset.org/val2017/000000143931.jpg,000000143931.jpg,./coco_val_images_2017/val2017/000000143931.jpg
21,303818,http://images.cocodataset.org/val2017/000000303818.jpg,000000303818.jpg,./coco_val_images_2017/val2017/000000303818.jpg
22,463730,http://images.cocodataset.org/val2017/000000463730.jpg,000000463730.jpg,./coco_val_images_2017/val2017/000000463730.jpg
23,460347,http://images.cocodataset.org/val2017/000000460347.jpg,000000460347.jpg,./coco_val_images_2017/val2017/000000460347.jpg
24,322864,http://images.cocodataset.org/val2017/000000322864.jpg,000000322864.jpg,./coco_val_images_2017/val2017/000000322864.jpg
25,226111,http://images.cocodataset.org/val2017/000000226111.jpg,000000226111.jpg,./coco_val_images_2017/val2017/000000226111.jpg
26,153299,http://images.cocodataset.org/val2017/000000153299.jpg,000000153299.jpg,./coco_val_images_2017/val2017/000000153299.jpg
27,308394,http://images.cocodataset.org/val2017/000000308394.jpg,000000308394.jpg,./coco_val_images_2017/val2017/000000308394.jpg
28,456496,http://images.cocodataset.org/val2017/000000456496.jpg,000000456496.jpg,./coco_val_images_2017/val2017/000000456496.jpg
29,58636,http://images.cocodataset.org/val2017/000000058636.jpg,000000058636.jpg,./coco_val_images_2017/val2017/000000058636.jpg
30,41888,http://images.cocodataset.org/val2017/000000041888.jpg,000000041888.jpg,./coco_val_images_2017/val2017/000000041888.jpg
31,184321,http://images.cocodataset.org/val2017/000000184321.jpg,000000184321.jpg,./coco_val_images_2017/val2017/000000184321.jpg
32,565778,http://images.cocodataset.org/val2017/000000565778.jpg,000000565778.jpg,./coco_val_images_2017/val2017/000000565778.jpg
33,297343,http://images.cocodataset.org/val2017/000000297343.jpg,000000297343.jpg,./coco_val_images_2017/val2017/000000297343.jpg
34,336587,http://images.cocodataset.org/val2017/000000336587.jpg,000000336587.jpg,./coco_val_images_2017/val2017/000000336587.jpg
35,122745,http://images.cocodataset.org/val2017/000000122745.jpg,000000122745.jpg,./coco_val_images_2017/val2017/000000122745.jpg
36,219578,http://images.cocodataset.org/val2017/000000219578.jpg,000000219578.jpg,./coco_val_images_2017/val2017/000000219578.jpg
37,555705,http://images.cocodataset.org/val2017/000000555705.jpg,000000555705.jpg,./coco_val_images_2017/val2017/000000555705.jpg
38,443303,http://images.cocodataset.org/val2017/000000443303.jpg,000000443303.jpg,./coco_val_images_2017/val2017/000000443303.jpg
39,500663,http://images.cocodataset.org/val2017/000000500663.jpg,000000500663.jpg,./coco_val_images_2017/val2017/000000500663.jpg
40,418281,http://images.cocodataset.org/val2017/000000418281.jpg,000000418281.jpg,./coco_val_images_2017/val2017/000000418281.jpg
41,25560,http://images.cocodataset.org/val2017/000000025560.jpg,000000025560.jpg,./coco_val_images_2017/val2017/000000025560.jpg
42,403817,http://images.cocodataset.org/val2017/000000403817.jpg,000000403817.jpg,./coco_val_images_2017/val2017/000000403817.jpg
43,85329,http://images.cocodataset.org/val2017/000000085329.jpg,000000085329.jpg,./coco_val_images_2017/val2017/000000085329.jpg
44,329323,http://images.cocodataset.org/val2017/000000329323.jpg,000000329323.jpg,./coco_val_images_2017/val2017/000000329323.jpg
45,239274,http://images.cocodataset.org/val2017/000000239274.jpg,000000239274.jpg,./coco_val_images_2017/val2017/000000239274.jpg
46,286994,http://images.cocodataset.org/val2017/000000286994.jpg,000000286994.jpg,./coco_val_images_2017/val2017/000000286994.jpg
47,511321,http://images.cocodataset.org/val2017/000000511321.jpg,000000511321.jpg,./coco_val_images_2017/val2017/000000511321.jpg
48,314294,http://images.cocodataset.org/val2017/000000314294.jpg,000000314294.jpg,./coco_val_images_2017/val2017/000000314294.jpg
49,233771,http://images.cocodataset.org/val2017/000000233771.jpg,000000233771.jpg,./coco_val_images_2017/val2017/000000233771.jpg
50,475779,http://images.cocodataset.org/val2017/000000475779.jpg,000000475779.jpg,./coco_val_images_2017/val2017/000000475779.jpg
51,301867,http://images.cocodataset.org/val2017/000000301867.jpg,000000301867.jpg,./coco_val_images_2017/val2017/000000301867.jpg
52,312421,http://images.cocodataset.org/val2017/000000312421.jpg,000000312421.jpg,./coco_val_images_2017/val2017/000000312421.jpg
53,185250,http://images.cocodataset.org/val2017/000000185250.jpg,000000185250.jpg,./coco_val_images_2017/val2017/000000185250.jpg
54,356427,http://images.cocodataset.org/val2017/000000356427.jpg,000000356427.jpg,./coco_val_images_2017/val2017/000000356427.jpg
55,572517,http://images.cocodataset.org/val2017/000000572517.jpg,000000572517.jpg,./coco_val_images_2017/val2017/000000572517.jpg
56,270244,http://images.cocodataset.org/val2017/000000270244.jpg,000000270244.jpg,./coco_val_images_2017/val2017/000000270244.jpg
57,516316,http://images.cocodataset.org/val2017/000000516316.jpg,000000516316.jpg,./coco_val_images_2017/val2017/000000516316.jpg
58,125211,http://images.cocodataset.org/val2017/000000125211.jpg,000000125211.jpg,./coco_val_images_2017/val2017/000000125211.jpg
59,562121,http://images.cocodataset.org/val2017/000000562121.jpg,000000562121.jpg,./coco_val_images_2017/val2017/000000562121.jpg
60,360661,http://images.cocodataset.org/val2017/000000360661.jpg,000000360661.jpg,./coco_val_images_2017/val2017/000000360661.jpg
61,16228,http://images.cocodataset.org/val2017/000000016228.jpg,000000016228.jpg,./coco_val_images_2017/val2017/000000016228.jpg
62,382088,http://images.cocodataset.org/val2017/000000382088.jpg,000000382088.jpg,./coco_val_images_2017/val2017/000000382088.jpg
63,266409,http://images.cocodataset.org/val2017/000000266409.jpg,000000266409.jpg,./coco_val_images_2017/val2017/000000266409.jpg
64,430961,http://images.cocodataset.org/val2017/000000430961.jpg,000000430961.jpg,./coco_val_images_2017/val2017/000000430961.jpg
65,80671,http://images.cocodataset.org/val2017/000000080671.jpg,000000080671.jpg,./coco_val_images_2017/val2017/000000080671.jpg
66,577539,http://images.cocodataset.org/val2017/000000577539.jpg,000000577539.jpg,./coco_val_images_2017/val2017/000000577539.jpg
67,104612,http://images.cocodataset.org/val2017/000000104612.jpg,000000104612.jpg,./coco_val_images_2017/val2017/000000104612.jpg
68,476258,http://images.cocodataset.org/val2017/000000476258.jpg,000000476258.jpg,./coco_val_images_2017/val2017/000000476258.jpg
69,448365,http://images.cocodataset.org/val2017/000000448365.jpg,000000448365.jpg,./coco_val_images_2017/val2017/000000448365.jpg
70,35197,http://images.cocodataset.org/val2017/000000035197.jpg,000000035197.jpg,./coco_val_images_2017/val2017/000000035197.jpg
71,349860,http://images.cocodataset.org/val2017/000000349860.jpg,000000349860.jpg,./coco_val_images_2017/val2017/000000349860.jpg
72,180135,http://images.cocodataset.org/val2017/000000180135.jpg,000000180135.jpg,./coco_val_images_2017/val2017/000000180135.jpg
73,486438,http://images.cocodataset.org/val2017/000000486438.jpg,000000486438.jpg,./coco_val_images_2017/val2017/000000486438.jpg
74,400573,http://images.cocodataset.org/val2017/000000400573.jpg,000000400573.jpg,./coco_val_images_2017/val2017/000000400573.jpg
75,109798,http://images.cocodataset.org/val2017/000000109798.jpg,000000109798.jpg,./coco_val_images_2017/val2017/000000109798.jpg
76,370677,http://images.cocodataset.org/val2017/000000370677.jpg,000000370677.jpg,./coco_val_images_2017/val2017/000000370677.jpg
77,238866,http://images.cocodataset.org/val2017/000000238866.jpg,000000238866.jpg,./coco_val_images_2017/val2017/000000238866.jpg
78,369370,http://images.cocodataset.org/val2017/000000369370.jpg,000000369370.jpg,./coco_val_images_2017/val2017/000000369370.jpg
79,502737,http://images.cocodataset.org/val2017/000000502737.jpg,000000502737.jpg,./coco_val_images_2017/val2017/000000502737.jpg
80,515579,http://images.cocodataset.org/val2017/000000515579.jpg,000000515579.jpg,./coco_val_images_2017/val2017/000000515579.jpg
81,515445,http://images.cocodataset.org/val2017/000000515445.jpg,000000515445.jpg,./coco_val_images_2017/val2017/000000515445.jpg
82,173383,http://images.cocodataset.org/val2017/000000173383.jpg,000000173383.jpg,./coco_val_images_2017/val2017/000000173383.jpg
83,438862,http://images.cocodataset.org/val2017/000000438862.jpg,000000438862.jpg,./coco_val_images_2017/val2017/000000438862.jpg
84,180560,http://images.cocodataset.org/val2017/000000180560.jpg,000000180560.jpg,./coco_val_images_2017/val2017/000000180560.jpg
85,347693,http://images.cocodataset.org/val2017/000000347693.jpg,000000347693.jpg,./coco_val_images_2017/val2017/000000347693.jpg
86,39956,http://images.cocodataset.org/val2017/000000039956.jpg,000000039956.jpg,./coco_val_images_2017/val2017/000000039956.jpg
87,321214,http://images.cocodataset.org/val2017/000000321214.jpg,000000321214.jpg,./coco_val_images_2017/val2017/000000321214.jpg
88,474028,http://images.cocodataset.org/val2017/000000474028.jpg,000000474028.jpg,./coco_val_images_2017/val2017/000000474028.jpg
89,66523,http://images.cocodataset.org/val2017/000000066523.jpg,000000066523.jpg,./coco_val_images_2017/val2017/000000066523.jpg
90,355257,http://images.cocodataset.org/val2017/000000355257.jpg,000000355257.jpg,./coco_val_images_2017/val2017/000000355257.jpg
91,142092,http://images.cocodataset.org/val2017/000000142092.jpg,000000142092.jpg,./coco_val_images_2017/val2017/000000142092.jpg
92,63154,http://images.cocodataset.org/val2017/000000063154.jpg,000000063154.jpg,./coco_val_images_2017/val2017/000000063154.jpg
93,199551,http://images.cocodataset.org/val2017/000000199551.jpg,000000199551.jpg,./coco_val_images_2017/val2017/000000199551.jpg
94,239347,http://images.cocodataset.org/val2017/000000239347.jpg,000000239347.jpg,./coco_val_images_2017/val2017/000000239347.jpg
95,514508,http://images.cocodataset.org/val2017/000000514508.jpg,000000514508.jpg,./coco_val_images_2017/val2017/000000514508.jpg
96,473237,http://images.cocodataset.org/val2017/000000473237.jpg,000000473237.jpg,./coco_val_images_2017/val2017/000000473237.jpg
97,228144,http://images.cocodataset.org/val2017/000000228144.jpg,000000228144.jpg,./coco_val_images_2017/val2017/000000228144.jpg
98,206027,http://images.cocodataset.org/val2017/000000206027.jpg,000000206027.jpg,./coco_val_images_2017/val2017/000000206027.jpg
99,78915,http://images.cocodataset.org/val2017/000000078915.jpg,000000078915.jpg,./coco_val_images_2017/val2017/000000078915.jpg
100,551215,http://images.cocodataset.org/val2017/000000551215.jpg,000000551215.jpg,./coco_val_images_2017/val2017/000000551215.jpg
101,544519,http://images.cocodataset.org/val2017/000000544519.jpg,000000544519.jpg,./coco_val_images_2017/val2017/000000544519.jpg
102,96493,http://images.cocodataset.org/val2017/000000096493.jpg,000000096493.jpg,./coco_val_images_2017/val2017/000000096493.jpg
103,23899,http://images.cocodataset.org/val2017/000000023899.jpg,000000023899.jpg,./coco_val_images_2017/val2017/000000023899.jpg
104,340175,http://images.cocodataset.org/val2017/000000340175.jpg,000000340175.jpg,./coco_val_images_2017/val2017/000000340175.jpg
105,578500,http://images.cocodataset.org/val2017/000000578500.jpg,000000578500.jpg,./coco_val_images_2017/val2017/000000578500.jpg
106,366141,http://images.cocodataset.org/val2017/000000366141.jpg,000000366141.jpg,./coco_val_images_2017/val2017/000000366141.jpg
107,57597,http://images.cocodataset.org/val2017/000000057597.jpg,000000057597.jpg,./coco_val_images_2017/val2017/000000057597.jpg
108,559842,http://images.cocodataset.org/val2017/000000559842.jpg,000000559842.jpg,./coco_val_images_2017/val2017/000000559842.jpg
109,434230,http://images.cocodataset.org/val2017/000000434230.jpg,000000434230.jpg,./coco_val_images_2017/val2017/000000434230.jpg
110,428454,http://images.cocodataset.org/val2017/000000428454.jpg,000000428454.jpg,./coco_val_images_2017/val2017/000000428454.jpg
111,399462,http://images.cocodataset.org/val2017/000000399462.jpg,000000399462.jpg,./coco_val_images_2017/val2017/000000399462.jpg
112,261061,http://images.cocodataset.org/val2017/000000261061.jpg,000000261061.jpg,./coco_val_images_2017/val2017/000000261061.jpg
113,168330,http://images.cocodataset.org/val2017/000000168330.jpg,000000168330.jpg,./coco_val_images_2017/val2017/000000168330.jpg
114,383384,http://images.cocodataset.org/val2017/000000383384.jpg,000000383384.jpg,./coco_val_images_2017/val2017/000000383384.jpg
115,342006,http://images.cocodataset.org/val2017/000000342006.jpg,000000342006.jpg,./coco_val_images_2017/val2017/000000342006.jpg
116,217285,http://images.cocodataset.org/val2017/000000217285.jpg,000000217285.jpg,./coco_val_images_2017/val2017/000000217285.jpg
117,236412,http://images.cocodataset.org/val2017/000000236412.jpg,000000236412.jpg,./coco_val_images_2017/val2017/000000236412.jpg
118,524456,http://images.cocodataset.org/val2017/000000524456.jpg,000000524456.jpg,./coco_val_images_2017/val2017/000000524456.jpg
119,153343,http://images.cocodataset.org/val2017/000000153343.jpg,000000153343.jpg,./coco_val_images_2017/val2017/000000153343.jpg
120,95786,http://images.cocodataset.org/val2017/000000095786.jpg,000000095786.jpg,./coco_val_images_2017/val2017/000000095786.jpg
121,326541,http://images.cocodataset.org/val2017/000000326541.jpg,000000326541.jpg,./coco_val_images_2017/val2017/000000326541.jpg
122,213086,http://images.cocodataset.org/val2017/000000213086.jpg,000000213086.jpg,./coco_val_images_2017/val2017/000000213086.jpg
123,231339,http://images.cocodataset.org/val2017/000000231339.jpg,000000231339.jpg,./coco_val_images_2017/val2017/000000231339.jpg
124,508730,http://images.cocodataset.org/val2017/000000508730.jpg,000000508730.jpg,./coco_val_images_2017/val2017/000000508730.jpg
125,550426,http://images.cocodataset.org/val2017/000000550426.jpg,000000550426.jpg,./coco_val_images_2017/val2017/000000550426.jpg
126,368294,http://images.cocodataset.org/val2017/000000368294.jpg,000000368294.jpg,./coco_val_images_2017/val2017/000000368294.jpg
127,171190,http://images.cocodataset.org/val2017/000000171190.jpg,000000171190.jpg,./coco_val_images_2017/val2017/000000171190.jpg
128,301135,http://images.cocodataset.org/val2017/000000301135.jpg,000000301135.jpg,./coco_val_images_2017/val2017/000000301135.jpg
129,580294,http://images.cocodataset.org/val2017/000000580294.jpg,000000580294.jpg,./coco_val_images_2017/val2017/000000580294.jpg
130,494869,http://images.cocodataset.org/val2017/000000494869.jpg,000000494869.jpg,./coco_val_images_2017/val2017/000000494869.jpg
131,33638,http://images.cocodataset.org/val2017/000000033638.jpg,000000033638.jpg,./coco_val_images_2017/val2017/000000033638.jpg
132,329219,http://images.cocodataset.org/val2017/000000329219.jpg,000000329219.jpg,./coco_val_images_2017/val2017/000000329219.jpg
133,34873,http://images.cocodataset.org/val2017/000000034873.jpg,000000034873.jpg,./coco_val_images_2017/val2017/000000034873.jpg
134,186980,http://images.cocodataset.org/val2017/000000186980.jpg,000000186980.jpg,./coco_val_images_2017/val2017/000000186980.jpg
135,127182,http://images.cocodataset.org/val2017/000000127182.jpg,000000127182.jpg,./coco_val_images_2017/val2017/000000127182.jpg
136,356387,http://images.cocodataset.org/val2017/000000356387.jpg,000000356387.jpg,./coco_val_images_2017/val2017/000000356387.jpg
137,367680,http://images.cocodataset.org/val2017/000000367680.jpg,000000367680.jpg,./coco_val_images_2017/val2017/000000367680.jpg
138,263796,http://images.cocodataset.org/val2017/000000263796.jpg,000000263796.jpg,./coco_val_images_2017/val2017/000000263796.jpg
139,117425,http://images.cocodataset.org/val2017/000000117425.jpg,000000117425.jpg,./coco_val_images_2017/val2017/000000117425.jpg
140,365387,http://images.cocodataset.org/val2017/000000365387.jpg,000000365387.jpg,./coco_val_images_2017/val2017/000000365387.jpg
141,487583,http://images.cocodataset.org/val2017/000000487583.jpg,000000487583.jpg,./coco_val_images_2017/val2017/000000487583.jpg
142,504711,http://images.cocodataset.org/val2017/000000504711.jpg,000000504711.jpg,./coco_val_images_2017/val2017/000000504711.jpg
143,363840,http://images.cocodataset.org/val2017/000000363840.jpg,000000363840.jpg,./coco_val_images_2017/val2017/000000363840.jpg
144,214720,http://images.cocodataset.org/val2017/000000214720.jpg,000000214720.jpg,./coco_val_images_2017/val2017/000000214720.jpg
145,379453,http://images.cocodataset.org/val2017/000000379453.jpg,000000379453.jpg,./coco_val_images_2017/val2017/000000379453.jpg
146,311295,http://images.cocodataset.org/val2017/000000311295.jpg,000000311295.jpg,./coco_val_images_2017/val2017/000000311295.jpg
147,29393,http://images.cocodataset.org/val2017/000000029393.jpg,000000029393.jpg,./coco_val_images_2017/val2017/000000029393.jpg
148,278848,http://images.cocodataset.org/val2017/000000278848.jpg,000000278848.jpg,./coco_val_images_2017/val2017/000000278848.jpg
149,166391,http://images.cocodataset.org/val2017/000000166391.jpg,000000166391.jpg,./coco_val_images_2017/val2017/000000166391.jpg
150,48153,http://images.cocodataset.org/val2017/000000048153.jpg,000000048153.jpg,./coco_val_images_2017/val2017/000000048153.jpg
151,459153,http://images.cocodataset.org/val2017/000000459153.jpg,000000459153.jpg,./coco_val_images_2017/val2017/000000459153.jpg
152,295713,http://images.cocodataset.org/val2017/000000295713.jpg,000000295713.jpg,./coco_val_images_2017/val2017/000000295713.jpg
153,223130,http://images.cocodataset.org/val2017/000000223130.jpg,000000223130.jpg,./coco_val_images_2017/val2017/000000223130.jpg
154,273132,http://images.cocodataset.org/val2017/000000273132.jpg,000000273132.jpg,./coco_val_images_2017/val2017/000000273132.jpg
155,198960,http://images.cocodataset.org/val2017/000000198960.jpg,000000198960.jpg,./coco_val_images_2017/val2017/000000198960.jpg
156,344059,http://images.cocodataset.org/val2017/000000344059.jpg,000000344059.jpg,./coco_val_images_2017/val2017/000000344059.jpg
157,410428,http://images.cocodataset.org/val2017/000000410428.jpg,000000410428.jpg,./coco_val_images_2017/val2017/000000410428.jpg
158,87875,http://images.cocodataset.org/val2017/000000087875.jpg,000000087875.jpg,./coco_val_images_2017/val2017/000000087875.jpg
159,450758,http://images.cocodataset.org/val2017/000000450758.jpg,000000450758.jpg,./coco_val_images_2017/val2017/000000450758.jpg
160,458790,http://images.cocodataset.org/val2017/000000458790.jpg,000000458790.jpg,./coco_val_images_2017/val2017/000000458790.jpg
161,460160,http://images.cocodataset.org/val2017/000000460160.jpg,000000460160.jpg,./coco_val_images_2017/val2017/000000460160.jpg
162,458109,http://images.cocodataset.org/val2017/000000458109.jpg,000000458109.jpg,./coco_val_images_2017/val2017/000000458109.jpg
163,30675,http://images.cocodataset.org/val2017/000000030675.jpg,000000030675.jpg,./coco_val_images_2017/val2017/000000030675.jpg
164,566524,http://images.cocodataset.org/val2017/000000566524.jpg,000000566524.jpg,./coco_val_images_2017/val2017/000000566524.jpg
165,338428,http://images.cocodataset.org/val2017/000000338428.jpg,000000338428.jpg,./coco_val_images_2017/val2017/000000338428.jpg
166,545826,http://images.cocodataset.org/val2017/000000545826.jpg,000000545826.jpg,./coco_val_images_2017/val2017/000000545826.jpg
167,166277,http://images.cocodataset.org/val2017/000000166277.jpg,000000166277.jpg,./coco_val_images_2017/val2017/000000166277.jpg
168,269314,http://images.cocodataset.org/val2017/000000269314.jpg,000000269314.jpg,./coco_val_images_2017/val2017/000000269314.jpg
169,476415,http://images.cocodataset.org/val2017/000000476415.jpg,000000476415.jpg,./coco_val_images_2017/val2017/000000476415.jpg
170,292082,http://images.cocodataset.org/val2017/000000292082.jpg,000000292082.jpg,./coco_val_images_2017/val2017/000000292082.jpg
171,360137,http://images.cocodataset.org/val2017/000000360137.jpg,000000360137.jpg,./coco_val_images_2017/val2017/000000360137.jpg
172,122046,http://images.cocodataset.org/val2017/000000122046.jpg,000000122046.jpg,./coco_val_images_2017/val2017/000000122046.jpg
173,352684,http://images.cocodataset.org/val2017/000000352684.jpg,000000352684.jpg,./coco_val_images_2017/val2017/000000352684.jpg
174,512836,http://images.cocodataset.org/val2017/000000512836.jpg,000000512836.jpg,./coco_val_images_2017/val2017/000000512836.jpg
175,8021,http://images.cocodataset.org/val2017/000000008021.jpg,000000008021.jpg,./coco_val_images_2017/val2017/000000008021.jpg
176,107226,http://images.cocodataset.org/val2017/000000107226.jpg,000000107226.jpg,./coco_val_images_2017/val2017/000000107226.jpg
177,84477,http://images.cocodataset.org/val2017/000000084477.jpg,000000084477.jpg,./coco_val_images_2017/val2017/000000084477.jpg
178,562243,http://images.cocodataset.org/val2017/000000562243.jpg,000000562243.jpg,./coco_val_images_2017/val2017/000000562243.jpg
179,181859,http://images.cocodataset.org/val2017/000000181859.jpg,000000181859.jpg,./coco_val_images_2017/val2017/000000181859.jpg
180,177015,http://images.cocodataset.org/val2017/000000177015.jpg,000000177015.jpg,./coco_val_images_2017/val2017/000000177015.jpg
181,292236,http://images.cocodataset.org/val2017/000000292236.jpg,000000292236.jpg,./coco_val_images_2017/val2017/000000292236.jpg
182,121506,http://images.cocodataset.org/val2017/000000121506.jpg,000000121506.jpg,./coco_val_images_2017/val2017/000000121506.jpg
183,288042,http://images.cocodataset.org/val2017/000000288042.jpg,000000288042.jpg,./coco_val_images_2017/val2017/000000288042.jpg
